filename, language, JSON, Shell Script, Markdown, YAML, SQL, JavaScript, HTML, JavaScript React, CSS, XML, comment, blank, total
src/frontend/src/audio/sc-granular-synthesis.js, JavaScript, 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 20, 45, 332
src/frontend/src/audio/sc-mixer.js, JavaScript, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 42, 299
src/frontend/src/audio/sc-module.js, JavaScript, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 11, 9, 85
src/frontend/src/audio/sc-oscillator.js, JavaScript, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 7, 21, 236
src/frontend/src/audio/sc-oscilloscope.js, JavaScript, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 6, 28
src/frontend/src/audio/sc-pan.js, JavaScript, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 6, 27
src/frontend/src/audio/sc-phasor.js, JavaScript, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 2, 29
src/frontend/src/audio/sc-pitch-phasor.js, JavaScript, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 3, 15, 157
src/frontend/src/audio/sc-pitch.js, JavaScript, 0, 0, 0, 0, 0, 149, 0, 0, 0, 0, 4, 20, 173
src/frontend/src/audio/sc-player.js, JavaScript, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 17, 168
src/frontend/src/audio/sc-reverb.js, JavaScript, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 7, 12, 100
src/frontend/src/audio/sc-sample-player.js, JavaScript, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 1, 19, 157
src/frontend/src/audio/sc-signalgen.js, JavaScript, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 1, 18, 137
src/frontend/src/audio/sc-speakers.js, JavaScript, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 9, 61
src/frontend/src/audio/sc-spectroscope.js, JavaScript, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 6, 28
src/frontend/src/audio/sc-transposer.js, JavaScript, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 5, 28
src/frontend/src/audio/sc-wavetable-osc.js, JavaScript, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 4, 70
src/frontend/src/components/about/index.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 14, 6, 105
src/frontend/src/components/addSound/index.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0, 9, 11, 185
src/frontend/src/components/audioUI/Delay.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 6, 195
src/frontend/src/components/audioUI/DirectInput.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 5, 17, 241
src/frontend/src/components/audioUI/Envelope.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 165, 0, 0, 12, 9, 186
src/frontend/src/components/audioUI/Filter.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 1, 3, 41
src/frontend/src/components/audioUI/GranSynth.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 490, 0, 0, 0, 13, 503
src/frontend/src/components/audioUI/Keyboard.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 494, 0, 0, 1, 17, 512
src/frontend/src/components/audioUI/LogInput.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 6, 39
src/frontend/src/components/audioUI/Mixer.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 1267, 0, 0, 10, 45, 1322
src/frontend/src/components/audioUI/Oscilloscope.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 2, 7, 91
src/frontend/src/components/audioUI/Pan.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 3, 111
src/frontend/src/components/audioUI/PiecewiseLogInput.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 8, 70
src/frontend/src/components/audioUI/Pitch.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 6, 156
src/frontend/src/components/audioUI/Player.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 461, 0, 0, 16, 23, 500
src/frontend/src/components/audioUI/Record.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 11, 240
src/frontend/src/components/audioUI/Reverb.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 6, 173
src/frontend/src/components/audioUI/Routing.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 318, 0, 0, 0, 10, 328
src/frontend/src/components/audioUI/SamplePlayer.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 390, 0, 0, 17, 19, 426
src/frontend/src/components/audioUI/Sequencer.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 460, 0, 0, 4, 13, 477
src/frontend/src/components/audioUI/SignalGen.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 322, 0, 0, 1, 7, 330
src/frontend/src/components/audioUI/Speaker.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 17, 17, 198
src/frontend/src/components/audioUI/Spectroscope.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 4, 6, 95
src/frontend/src/components/audioUI/Transposer.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 258, 0, 0, 2, 7, 267
src/frontend/src/components/audioUI/VSTHost.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 5, 92
